HP,27,78,17,89,68,5,66,12,64,83,58,23,107,113,40,1,21,50,42,45,48,51,53,97,62,70,32,93,13,8,28,18,96,19,22,54,29,10,114,26,101,88,95,30,61,106,81,47,80,38,87,14,9,111,59,43,103,69,33,99,112,67,98,75,31,115,118,86,77,65,119,3,49,25,6,117,79,16,82,34,7,4,24,73,46,44,109,105,15,11,74,72,110,52,35,85,2,108,91,116,94,55,41,84,0,20,71,92,56,57,60,36,76,37,90,39,100,102,63,104
model.optimizer_lr,0.0001,0.0001,0.0001,0.001,0.0001,0.0001,0.0001,0.0001,0.0001,0.001,0.0001,0.0001,0.0001,0.0001,0.0001,0.001,0.001,0.001,0.0001,0.0001,0.0001,0.0001,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.0001,0.001,0.0001,0.0001,0.0001,0.001,0.001,0.0001,0.0001,0.001,0.001,0.0001,0.001,0.0001,0.001,0.001,0.0001,0.0001,0.001,0.001,0.0001,0.001,0.0001,0.001,0.001,0.0001,0.0001,0.0001,0.001,0.0001,0.0001,0.001,0.001,0.0001,0.0001,0.0001,0.001,0.0001,0.0001,0.001,0.0001,0.001,0.001,0.001,0.001,0.001,0.001,0.0001,0.001,0.0001,0.0001,0.0001,0.0001,0.001,0.001,0.0001,0.0001,0.001,0.001,0.001,0.001,0.0001,0.001,0.0001,0.001,0.0001,0.001,0.001,0.001,0.0001,0.001,0.001,0.001,0.001,0.0001,0.0001,0.001,0.0001,0.001,0.001,0.001,0.001,0.0001,0.0001,0.0001,0.001,0.0001,0.001,0.0001,0.001,0.001
data.batch_size,256,16,256,256,16,16,64,256,256,16,256,64,256,64,256,16,64,64,16,16,64,256,16,64,64,256,256,16,16,16,64,64,16,16,16,64,16,64,256,64,64,64,64,16,256,64,256,16,256,16,256,256,64,256,16,256,256,64,64,256,256,16,256,64,16,64,64,16,64,256,16,64,256,16,16,256,64,16,64,64,64,16,64,16,16,256,16,16,64,256,64,16,256,256,64,16,16,256,16,64,256,16,256,64,256,16,64,64,256,64,64,16,16,256,256,256,256,16,64,256
model.weight_decay,0.01,0,0,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0,0,0,0,0.01,0,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0,0,0.01,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.01
model.model_type,bidirectional,bidirectional,bidirectional,unidirectional,bidirectional,convM,convM,unidirectional,unidirectional,transformer,mlp,mlp,transformer,unidirectional,mlp,unidirectional,unidirectional,convM,mlp,mlp,unidirectional,convM,mlp,transformer,convM,bidirectional,convM,convM,convM,transformer,convM,convM,transformer,mlp,mlp,mlp,unidirectional,bidirectional,transformer,unidirectional,unidirectional,transformer,convM,unidirectional,mlp,mlp,transformer,convM,mlp,transformer,bidirectional,mlp,mlp,convM,convM,bidirectional,unidirectional,convM,transformer,convM,convM,mlp,convM,transformer,unidirectional,mlp,mlp,mlp,transformer,transformer,convM,unidirectional,unidirectional,convM,unidirectional,unidirectional,bidirectional,unidirectional,unidirectional,bidirectional,mlp,transformer,transformer,transformer,convM,convM,transformer,bidirectional,bidirectional,bidirectional,convM,bidirectional,unidirectional,transformer,transformer,bidirectional,mlp,transformer,unidirectional,unidirectional,transformer,bidirectional,convM,transformer,transformer,transformer,bidirectional,mlp,unidirectional,bidirectional,bidirectional,bidirectional,bidirectional,bidirectional,mlp,mlp,bidirectional,unidirectional,bidirectional,mlp
model.corr_regularization,True,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,True,True,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False,True,False,False,True,True,False,True,True,False,False,False,True,True,True,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False
corr_input,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
regression_head,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hparams_search,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml,slurm_exp2.yaml
data.ds_name,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2,scale_up_2
